,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SarcasmTrain,SarcasmTrainLabel
118,horrified over the 135 price hike for the xword app . will not be renewing at that price for an app with half the functionality .,1,if you can t prove yourself as a friend i sure as hell don t want you as more,0,bought sunday delivery digital last wk . paper arrived cannot access online . will not take credit card do not know acct .,0,lol great takes,1
119,account 14272658163 south b . we are off . what is going on ?,1,i really hate the fact that the is not selling the kembawalker all star jersey online . or even the shooting shirt . why ?,0,trying to change my tax code online as personal allowance being applied to a job in no longer at can you help ?,2,is not talked to niggas in years and mtfs still check for me,0
120,you have the best job ever ! ! dwts25,0,hey your report button no worky .,4,i cannot log in to psn because it says my account has been blocked,0,this is my ideal next generation vehicle,1
121,your flex 2 is shit . never tracks a swim .,1,hi i have booked on traveloka . my booking number is fd 658 . now i want to change my flight to monday jan 8 but traveloka cannot do it . could you help check if there is anyway i can change it ?,4,the hate in this world makes me ashamed to be human . seriously we are all stuck here together . end the shit already !,0,hello i love your artworks so much . can i repost it on my page about wuwu here is this page i will credit your link and twitter . thank you,0
122,do not be ! but i know it is hard i feel you . . just remember the awesome family ya,0,is this how you fix the exhaust of your in belarus ?,0,i m still confused about the point of shirtless kyle ren . was it just for eye candy ? ? i sent a message,0,nasib baik bukan di malaysia .,1
123,well you are enjoying it so slam dunk on that one ! are you a trainer or something ?,0,when you visit disney at christmas and bring back disney presents for your dogs . . disney,2,here is my first baby bump picture at 12 weeks and 4 days . i m tired,1,excuse the mid november bitterness but this sixers team is a mess . drop 5 of 7 games after 5 0 start getting beat by inferior teams not building on leads in the 4th q sluggish on offense embiid taking stupid 3s in the closing minutes glaring lapses on defense,0
124,why do some people need constant attention and reassurance ? chill . you re too high maintenance .,0,hi do you accept these vouchers in store ?,3,i need the number of a uk call centre as the last 3 from abroad have lost the signal . your service is disgusting,0,if the democrats take over they will ruin everything . the world is perfect just the way it is . the democrats were in power from 2008 until 2010 and we all saw how that worked out . republicans had a supermajority from 200 2008 and 2010 2018 . that is why we have a utopia today .,1
125,galaxy s8 btw,0,insidepolitics,3,i m done with you and your mess,0,jumbling up things is a sort of dust throwing which is often indulged in by small men who argue for victory rather than for truth . frederickdouglass 1,0
126,giant thank you to the colts fans who made the trek out to culver city . games tied at 14 w 6 00 to go in half .,0,my order shipped 3 26 but the tracking number still does not work . help ?,4,hi i have otto frill dress never worn but lost receipt discovered it has small fraying of fabric at bottom of zip help ! thanks,2,my mom paid someone to crop out my ex husband from my most recent family pictures and i still die laighing everytime i think about it,0
127,nosey the elephant gets her happy ending freedom care2,0,probably cheeky,3,something will trigger my two displays to turn off then on again and then i get message saying driver stopped responding,0,away win playing youngsters martial goal . we move olein,1
128,is that without railcard even return to bolton on 20th jan,0,you did not resolve my issue .,0,is this how you fix the exhaust of your in belarus ?,0,damn dave roberts just blew game 7 for the astros !,1
129,an actual photograph of me on hold with insurance .,0,is that the camera that shows me a live feed of the snow frozen to the back of my car when i am in reverse ?,3,2002daddy . . laugh it up fuzz ball !,1,but they are wild animals .,1
130,hopefully this goes somewhere,0,do you accept china union pay credit card when i place an order on,3,the location is on general booth boulevard right off gallery avenue . in virginia beach va,1,which candidate do you think can beat trump ?,0
131,just paid rs . 83 because the driver started the trip while 10 minutes away and could not be contacted,1,no power in south b area . . is it scheduled .,4,is betterthansanta i wish my mom could get the gift of a new smile . this year h,2,,1
132,please urgent already one month no respon . 01383194 01383583 01383360 01387394,1,hi ! whats means the photo says ?,3,maybe you should do this more often or once a year at least,1,what is the future of kashmir any idea what is you view,0
133,hey how can someone open a case against me the seller if the estimate time of delivery is dec 19 dec 27 ?,0,i love it trench play is,2,how do i translate this receipt from the tower of london branch for input to the kfc app ?,1,nwapowerr update who faces for tenpoundsofgold ? find out the main event of intothefire . . tomorrow at 6 05pm et,0
